listing_id,date
500008,2016-07-27
500008,2016-08-20
500008,2016-08-27
500008,2016-09-18
500008,2016-11-24
500008,2016-11-27
500008,2017-03-20
500008,2017-05-09
500008,2017-08-07
500008,2017-08-14
500008,2017-08-16
500008,2017-09-08
500008,2017-09-10
500008,2017-11-22
500008,2017-11-28
500008,2017-12-19
500008,2017-12-23
500008,2017-12-28
500008,2018-01-12
500008,2018-01-23
500008,2018-04-10
500008,2018-04-22
500008,2018-04-30
500008,2018-05-05
500008,2018-06-04
500008,2018-07-22
500008,2018-07-27
500008,2018-09-03
500008,2018-09-11
500008,2018-09-16
500008,2019-03-05
500008,2019-03-13
500008,2019-03-19
500008,2019-03-29
500008,2019-04-01
500008,2019-04-04
500008,2019-04-08
500008,2019-04-15
500008,2019-04-29
500008,2019-05-12
500008,2019-05-19
500008,2019-05-23
500008,2019-05-31
500008,2019-06-30
500008,2019-07-02
500008,2019-07-13
500008,2019-07-28
500008,2019-08-01
500008,2019-08-03
500008,2019-08-12
500008,2019-08-15
500008,2019-08-17
500008,2019-08-20
500008,2019-09-05
500008,2019-09-25
500008,2019-09-29
500008,2019-10-03
500008,2019-10-07
500008,2019-10-19
500008,2019-10-26
500008,2019-10-28
500008,2019-10-30
500008,2019-11-01
500008,2019-11-04
500008,2019-11-08
503782,2013-05-21
503782,2013-07-16
503782,2013-07-28
503782,2014-08-01
503782,2014-08-16
503782,2014-09-02
503782,2015-07-15
503782,2015-07-19
503782,2015-07-22
503782,2015-07-26
503782,2015-08-01
503782,2022-07-06
503782,2022-07-20
503782,2022-07-27
503782,2022-07-30
503782,2022-08-06
503782,2022-09-04
503782,2022-10-05
503782,2023-07-10
503782,2023-07-15
503782,2023-07-27
503782,2023-07-31
503782,2023-08-08
503782,2023-08-11
503782,2023-08-13
503782,2023-08-20
503782,2023-08-27
503782,2023-09-24
590834,2012-08-16
590834,2015-10-26
590834,2016-08-10
590834,2018-08-29
590834,2018-10-01
590834,2019-03-28
590834,2020-07-01
590834,2023-12-23
613873,2013-06-08
613873,2013-07-18
613873,2013-08-06
613873,2015-08-30
613873,2015-11-11
613873,2016-06-30
613873,2016-08-17
613873,2017-03-04
613873,2017-05-09
613873,2017-08-13
613873,2018-08-03
613873,2019-08-09
613873,2019-10-21
613873,2020-02-23
613873,2021-08-02
613873,2021-11-27
613873,2022-06-08
613873,2022-06-12
613873,2022-06-25
613873,2022-08-12
613873,2023-07-01
613873,2023-07-09
613873,2023-08-10
613873,2023-08-21
613873,2024-06-16
634884,2012-08-13
